Республика Адыгея ; 12.1
Республика Башкортостан ; 13.7
Республика Бурятия ; 16.4
Республика Алтай ; 18.1
Республика Дагестан ; 17.4
Республика Ингушетия ; 17.1
Кабардино-Балкарская Республика ; 14.1
Республика Калмыкия ; 12.5
Республика Карачаево-Черкессия ; 11.9
Республика Карелия ; 11.9
Республика Коми ; 13.1
Республика Марий Эл ; 13.9
Республика Мордовия ; 9.9
Республика Саха  (Якутия) ; 16.0
Республика Северная Осетия ; 14.1
Республика Татарстан ; 14.4
Республика Тыва ; 23.4
Удмуртская республика ; 13.8
Республика Хакасия ; 14.1
Чеченская республика ; 21.3
Чувашская республика ; 13.3
Алтайский край ; 12.2
Краснодарский край ; 13.4
Красноярский край ; 13.9
Приморский край ; 12.2
Ставропольский край ; 13.0
Хабаровский край ; 13.4
Амурская область ; 12.9
Архангельская область ; 11.8
Астраханская область ; 14.0
Белгородская область ; 11.2
Брянская область ; 10.9
Владимирская область ; 11.2
Волгоградская область ; 11.2
Вологодская область ; 13.3
Воронежская область ; 10.7
Ивановская область ; 10.9
Иркутская область ; 14.7
Калининградская область ; 12.5
Калужская область ; 12.2
Камчатский край ; 12.9
Кемеровская область ; 12.1
Кировская область ; 12.6
Костромская область ; 12.0
Курганская область ; 12.4
Курская область ; 11.1
Ленинградская область ; 9.2
Липецкая область ; 11.4
Магаданская область ; 11.1
Московская область ; 13.2
Мурманская область ; 11.2
Нижегородская область ; 11.9
Новгородская область ; 11.8
Новосибирская область ; 13.9
Омская область ; 13.3
Оренбургская область ; 13.5
Орловская область ; 11.0
Пензенская область ; 10.2
Пермский край ; 14.2
Псковская область ; 11.1
Ростовская область ; 11.6
Рязанская область ; 11.4
Самарская область ; 12.6
Саратовская область ; 11.0
Сахалинская область ; 14.3
Свердловская область ; 13.8
Смоленская область ; 10.3
Тамбовская область ; 9.6
Тверская область ; 11.2
Томская область ; 13.2
Тульская область ; 10.2
Тюменская область ; 16.0
Ульяновская область ; 11.6
Челябинская область ; 13.3
Забайкальский край ; 14.6
Ярославская область ; 12.1
Санкт-Петербург ; 13.9
Еврейская автономная область ; 13.3
Республика Крым ; 12.1
Ненецкий АО ; 18.3
Ханты-Мансийский АО ; 15.7
Чукотский АО ; 13.4
Ямало-Ненецкий АО ; 15.4
Севастополь ; 13.0
Москва ; 11.8
